7200 COPY bus-007 (0/0) -> station-002 (72+0=72)
7200 COPY station-002 (72/72) -> bus-007 (0+72=72)
7200 COPY bus-002 (0/0) -> station-004 (0+0=0)
7200 COPY station-004 (0/0) -> bus-002 (0+0=0)
7200 COPY car-001  (0/0) -> station-001 (69+0=69)
7200 COPY station-001 (69/69) -> car-001  (0+69=69)
7200 COPY bus-006 (0/0) -> station-001 (69+0=69)
7200 COPY station-001 (69/69) -> bus-006 (0+69=69)
7200 COPY bus-005 (0/0) -> station-004 (0+0=0)
7200 COPY station-004 (0/0) -> bus-005 (0+0=0)
7200 COPY bus-008 (0/0) -> station-004 (0+0=0)
7200 COPY station-004 (0/0) -> bus-008 (0+0=0)
7200 COPY bus-001 (0/0) -> station-002 (72+0=72)
7200 COPY station-002 (72/72) -> bus-001 (0+72=72)
7200 COPY bus-003 (0/0) -> station-001 (69+0=69)
7200 COPY station-001 (69/69) -> bus-003 (0+69=69)
7200 COPY car-002 (0/0) -> station-001 (69+0=69)
7200 COPY station-001 (69/69) -> car-002 (0+69=69)
7200 COPY bus-004 (0/0) -> station-002 (72+0=72)
7200 COPY station-002 (72/72) -> bus-004 (0+72=72)
7200 COPY bus-009 (0/0) -> station-001 (69+0=69)
7200 COPY station-001 (69/69) -> bus-009 (0+69=69)
16200 COPY bus-006 (69/69) -> station-002 (72+69=141)
16200 COPY station-002 (72/72) -> bus-006 (69+72=141)
16200 COPY bus-008 (0/0) -> station-001 (69+0=69)
16200 COPY station-001 (69/69) -> bus-008 (0+69=69)
16200 COPY bus-001 (72/72) -> station-003 (61+72=133)
16200 COPY station-003 (61/61) -> bus-001 (72+61=133)
16200 COPY car-002 (0/69) -> station-002 (141+0=141)
16200 COPY station-002 (72/141) -> car-002 (69+72=141)
16200 COPY bus-007 (0/72) -> station-003 (133+0=133)
16200 COPY station-003 (61/133) -> bus-007 (72+61=133)
16200 COPY bus-009 (0/69) -> station-002 (141+0=141)
16200 COPY station-002 (72/141) -> bus-009 (69+72=141)
16200 COPY bus-005 (0/0) -> station-001 (69+0=69)
16200 COPY station-001 (69/69) -> bus-005 (0+69=69)
16200 COPY bus-004 (0/72) -> station-003 (133+0=133)
16200 COPY station-003 (61/133) -> bus-004 (72+61=133)
16200 COPY bus-003 (0/69) -> station-002 (141+0=141)
16200 COPY station-002 (72/141) -> bus-003 (69+72=141)
16200 COPY car-001  (0/69) -> station-002 (141+0=141)
16200 COPY station-002 (72/141) -> car-001  (69+72=141)
16200 COPY bus-002 (0/0) -> station-001 (69+0=69)
16200 COPY station-001 (69/69) -> bus-002 (0+69=69)
21600 COPY car-002 (69/141) -> station-003 (133+69=202)
21600 COPY station-003 (61/133) -> car-002 (141+61=202)
25200 COPY bus-004 (133/133) -> station-004 (0+133=133)
25200 COPY station-004 (0/0) -> bus-004 (133+0=133)
25200 SUCCESS Data00000140 1024 25200 4
25200 SUCCESS Data00000146 1024 25200 4
25200 SUCCESS Data00000159 1024 25200 4
25200 SUCCESS Data00000169 1024 25200 4
25200 SUCCESS Data00000175 1024 25200 4
25200 SUCCESS Data00000185 1024 25200 4
25200 SUCCESS Data00000191 1024 25200 4
25200 SUCCESS Data00000197 1024 25200 4
25200 SUCCESS Data00000203 1024 25200 4
25200 SUCCESS Data00000152 1024 25200 4
25200 SUCCESS Data00000186 1024 25197 4
25200 SUCCESS Data00000204 1024 25197 4
25200 SUCCESS Data00000192 1024 25190 4
25200 SUCCESS Data00000205 1024 25185 4
25200 SUCCESS Data00000153 1024 25182 4
25200 SUCCESS Data00000176 1024 25174 4
25200 SUCCESS Data00000154 1024 25173 4
25200 SUCCESS Data00000141 1024 25168 4
25200 SUCCESS Data00000198 1024 25165 4
25200 SUCCESS Data00000147 1024 25165 4
25200 SUCCESS Data00000170 1024 25162 4
25200 SUCCESS Data00000187 1024 25159 4
25200 SUCCESS Data00000160 1024 25148 4
25200 SUCCESS Data00000199 1024 25146 4
25200 SUCCESS Data00000200 1024 25146 4
25200 SUCCESS Data00000193 1024 25144 4
25200 SUCCESS Data00000206 1024 25139 4
25200 SUCCESS Data00000161 1024 25135 4
25200 SUCCESS Data00000177 1024 25132 4
25200 SUCCESS Data00000207 1024 25131 4
25200 SUCCESS Data00000148 1024 25128 4
25200 SUCCESS Data00000142 1024 25127 4
25200 SUCCESS Data00000178 1024 25127 4
25200 SUCCESS Data00000171 1024 25126 4
25200 SUCCESS Data00000208 1024 25124 4
25200 SUCCESS Data00000194 1024 25119 4
25200 SUCCESS Data00000155 1024 25115 4
25200 SUCCESS Data00000209 1024 25114 4
25200 SUCCESS Data00000188 1024 25104 4
25200 SUCCESS Data00000143 1024 25102 4
25200 SUCCESS Data00000149 1024 25094 4
25200 SUCCESS Data00000189 1024 25094 4
25200 SUCCESS Data00000172 1024 25091 4
25200 SUCCESS Data00000201 1024 25088 4
25200 SUCCESS Data00000163 1024 25087 4
25200 SUCCESS Data00000162 1024 25087 4
25200 SUCCESS Data00000165 1024 25086 4
25200 SUCCESS Data00000164 1024 25086 4
25200 SUCCESS Data00000210 1024 25084 4
25200 SUCCESS Data00000195 1024 25082 4
25200 SUCCESS Data00000173 1024 25082 4
25200 SUCCESS Data00000179 1024 25080 4
25200 SUCCESS Data00000180 1024 25078 4
25200 SUCCESS Data00000211 1024 25077 4
25200 SUCCESS Data00000166 1024 25076 4
25200 SUCCESS Data00000181 1024 25073 4
25200 SUCCESS Data00000156 1024 25073 4
25200 SUCCESS Data00000157 1024 25072 4
25200 SUCCESS Data00000190 1024 25069 4
25200 SUCCESS Data00000202 1024 25063 4
25200 SUCCESS Data00000158 1024 25059 4
25200 SUCCESS Data00000150 1024 25059 4
25200 SUCCESS Data00000174 1024 25054 4
25200 SUCCESS Data00000144 1024 25051 4
25200 SUCCESS Data00000182 1024 25049 4
25200 SUCCESS Data00000167 1024 25045 4
25200 SUCCESS Data00000168 1024 25040 4
25200 SUCCESS Data00000196 1024 25037 4
25200 SUCCESS Data00000151 1024 25034 4
25200 SUCCESS Data00000145 1024 25033 4
25200 SUCCESS Data00000183 1024 25030 4
25200 SUCCESS Data00000184 1024 25025 4
25200 SUCCESS Data00000245 1024 25200 4
25200 SUCCESS Data00000212 1024 25200 4
25200 SUCCESS Data00000240 1024 25200 4
25200 SUCCESS Data00000232 1024 25200 4
25200 SUCCESS Data00000226 1024 25200 4
25200 SUCCESS Data00000217 1024 25200 4
25200 SUCCESS Data00000255 1024 25200 4
25200 SUCCESS Data00000260 1024 25200 4
25200 SUCCESS Data00000267 1024 25200 4
25200 SUCCESS Data00000249 1024 25200 4
25200 SUCCESS Data00000218 1024 25191 4
25200 SUCCESS Data00000256 1024 25189 4
25200 SUCCESS Data00000250 1024 25187 4
25200 SUCCESS Data00000219 1024 25185 4
25200 SUCCESS Data00000251 1024 25183 4
25200 SUCCESS Data00000261 1024 25175 4
25200 SUCCESS Data00000227 1024 25175 4
25200 SUCCESS Data00000246 1024 25160 4
25200 SUCCESS Data00000233 1024 25156 4
25200 SUCCESS Data00000220 1024 25155 4
25200 SUCCESS Data00000213 1024 25154 4
25200 SUCCESS Data00000241 1024 25152 4
25200 SUCCESS Data00000252 1024 25143 4
25200 SUCCESS Data00000262 1024 25141 4
25200 SUCCESS Data00000268 1024 25141 4
25200 SUCCESS Data00000214 1024 25139 4
25200 SUCCESS Data00000228 1024 25138 4
25200 SUCCESS Data00000257 1024 25133 4
25200 SUCCESS Data00000263 1024 25133 4
25200 SUCCESS Data00000269 1024 25128 4
25200 SUCCESS Data00000242 1024 25128 4
25200 SUCCESS Data00000229 1024 25121 4
25200 SUCCESS Data00000221 1024 25113 4
25200 SUCCESS Data00000234 1024 25110 4
25200 SUCCESS Data00000215 1024 25108 4
25200 SUCCESS Data00000235 1024 25104 4
25200 SUCCESS Data00000247 1024 25104 4
25200 SUCCESS Data00000264 1024 25100 4
25200 SUCCESS Data00000270 1024 25098 4
25200 SUCCESS Data00000253 1024 25098 4
25200 SUCCESS Data00000258 1024 25082 4
25200 SUCCESS Data00000236 1024 25082 4
25200 SUCCESS Data00000271 1024 25080 4
25200 SUCCESS Data00000230 1024 25079 4
25200 SUCCESS Data00000243 1024 25074 4
25200 SUCCESS Data00000265 1024 25068 4
25200 SUCCESS Data00000216 1024 25067 4
25200 SUCCESS Data00000237 1024 25065 4
25200 SUCCESS Data00000223 1024 25062 4
25200 SUCCESS Data00000222 1024 25062 4
25200 SUCCESS Data00000244 1024 25061 4
25200 SUCCESS Data00000238 1024 25061 4
25200 SUCCESS Data00000248 1024 25055 4
25200 SUCCESS Data00000224 1024 25055 4
25200 SUCCESS Data00000225 1024 25050 4
25200 SUCCESS Data00000254 1024 25042 4
25200 SUCCESS Data00000239 1024 25041 4
25200 SUCCESS Data00000231 1024 25035 4
25200 SUCCESS Data00000272 1024 25034 4
25200 SUCCESS Data00000259 1024 25033 4
25200 SUCCESS Data00000266 1024 25029 4
25200 COPY bus-001 (0/133) -> station-004 (133+0=133)
25200 COPY station-004 (0/133) -> bus-001 (133+0=133)
25200 COPY bus-002 (0/69) -> station-002 (141+0=141)
25200 COPY station-002 (72/141) -> bus-002 (69+72=141)
25200 COPY car-001  (0/141) -> station-003 (202+0=202)
25200 COPY station-003 (61/202) -> car-001  (141+61=202)
25200 COPY bus-007 (0/133) -> station-004 (133+0=133)
25200 COPY station-004 (0/133) -> bus-007 (133+0=133)
25200 COPY bus-008 (0/69) -> station-002 (141+0=141)
25200 COPY station-002 (72/141) -> bus-008 (69+72=141)
25200 COPY bus-006 (0/141) -> station-003 (202+0=202)
25200 COPY station-003 (61/202) -> bus-006 (141+61=202)
25200 COPY bus-003 (0/141) -> station-003 (202+0=202)
25200 COPY station-003 (61/202) -> bus-003 (141+61=202)
25200 COPY bus-009 (0/141) -> station-003 (202+0=202)
25200 COPY station-003 (61/202) -> bus-009 (141+61=202)
25200 COPY bus-005 (0/69) -> station-002 (141+0=141)
25200 COPY station-002 (72/141) -> bus-005 (69+72=141)
30600 COPY car-002 (69/202) -> station-004 (133+69=202)
30600 COPY station-004 (0/133) -> car-002 (202+0=202)
30600 SUCCESS Data00000102 1024 30600 4
30600 SUCCESS Data00000080 1024 30600 4
30600 SUCCESS Data00000071 1024 30600 4
30600 SUCCESS Data00000107 1024 30600 4
30600 SUCCESS Data00000087 1024 30600 4
30600 SUCCESS Data00000128 1024 30600 4
30600 SUCCESS Data00000120 1024 30600 4
30600 SUCCESS Data00000094 1024 30600 4
30600 SUCCESS Data00000113 1024 30600 4
30600 SUCCESS Data00000134 1024 30600 4
30600 SUCCESS Data00000088 1024 30592 4
30600 SUCCESS Data00000072 1024 30585 4
30600 SUCCESS Data00000114 1024 30581 4
30600 SUCCESS Data00000095 1024 30579 4
30600 SUCCESS Data00000135 1024 30578 4
30600 SUCCESS Data00000081 1024 30576 4
30600 SUCCESS Data00000129 1024 30575 4
30600 SUCCESS Data00000115 1024 30570 4
30600 SUCCESS Data00000103 1024 30563 4
30600 SUCCESS Data00000121 1024 30562 4
30600 SUCCESS Data00000122 1024 30559 4
30600 SUCCESS Data00000108 1024 30556 4
30600 SUCCESS Data00000073 1024 30552 4
30600 SUCCESS Data00000082 1024 30551 4
30600 SUCCESS Data00000136 1024 30544 4
30600 SUCCESS Data00000123 1024 30542 4
30600 SUCCESS Data00000089 1024 30538 4
30600 SUCCESS Data00000074 1024 30536 4
30600 SUCCESS Data00000116 1024 30535 4
30600 SUCCESS Data00000137 1024 30533 4
30600 SUCCESS Data00000104 1024 30531 4
30600 SUCCESS Data00000130 1024 30529 4
30600 SUCCESS Data00000096 1024 30526 4
30600 SUCCESS Data00000124 1024 30523 4
30600 SUCCESS Data00000125 1024 30522 4
30600 SUCCESS Data00000083 1024 30517 4
30600 SUCCESS Data00000097 1024 30516 4
30600 SUCCESS Data00000098 1024 30515 4
30600 SUCCESS Data00000105 1024 30514 4
30600 SUCCESS Data00000075 1024 30511 4
30600 SUCCESS Data00000117 1024 30510 4
30600 SUCCESS Data00000109 1024 30507 4
30600 SUCCESS Data00000126 1024 30505 4
30600 SUCCESS Data00000076 1024 30494 4
30600 SUCCESS Data00000138 1024 30493 4
30600 SUCCESS Data00000090 1024 30484 4
30600 SUCCESS Data00000084 1024 30483 4
30600 SUCCESS Data00000099 1024 30478 4
30600 SUCCESS Data00000106 1024 30473 4
30600 SUCCESS Data00000091 1024 30472 4
30600 SUCCESS Data00000131 1024 30471 4
30600 SUCCESS Data00000132 1024 30467 4
30600 SUCCESS Data00000100 1024 30461 4
30600 SUCCESS Data00000118 1024 30459 4
30600 SUCCESS Data00000110 1024 30452 4
30600 SUCCESS Data00000127 1024 30449 4
30600 SUCCESS Data00000139 1024 30448 4
30600 SUCCESS Data00000092 1024 30446 4
30600 SUCCESS Data00000085 1024 30443 4
30600 SUCCESS Data00000077 1024 30442 4
30600 SUCCESS Data00000078 1024 30442 4
30600 SUCCESS Data00000079 1024 30438 4
30600 SUCCESS Data00000111 1024 30438 4
30600 SUCCESS Data00000101 1024 30436 4
30600 SUCCESS Data00000086 1024 30435 4
30600 SUCCESS Data00000093 1024 30427 4
30600 SUCCESS Data00000119 1024 30426 4
30600 SUCCESS Data00000112 1024 30425 4
30600 SUCCESS Data00000133 1024 30423 4
34200 COPY bus-004 (133/133) -> station-001 (69+133=202)
34200 COPY station-001 (69/69) -> bus-004 (133+69=202)
34200 COPY bus-005 (0/141) -> station-003 (202+0=202)
34200 COPY station-003 (61/202) -> bus-005 (141+61=202)
34200 COPY bus-006 (0/202) -> station-004 (202+0=202)
34200 COPY station-004 (0/202) -> bus-006 (202+0=202)
34200 COPY car-001  (0/202) -> station-004 (202+0=202)
34200 COPY station-004 (0/202) -> car-001  (202+0=202)
34200 COPY bus-009 (0/202) -> station-004 (202+0=202)
34200 COPY station-004 (0/202) -> bus-009 (202+0=202)
34200 COPY bus-003 (0/202) -> station-004 (202+0=202)
34200 COPY station-004 (0/202) -> bus-003 (202+0=202)
34200 COPY bus-002 (0/141) -> station-003 (202+0=202)
34200 COPY station-003 (61/202) -> bus-002 (141+61=202)
34200 COPY bus-001 (0/133) -> station-001 (202+0=202)
34200 COPY station-001 (69/202) -> bus-001 (133+69=202)
34200 COPY bus-007 (0/133) -> station-001 (202+0=202)
34200 COPY station-001 (69/202) -> bus-007 (133+69=202)
34200 COPY bus-008 (0/141) -> station-003 (202+0=202)
34200 COPY station-003 (61/202) -> bus-008 (141+61=202)
SUCCESS: 202
